year,make,model,class,pi,drive type,speed,handling,acceleration,launch,braking,average,country,car value,engine position,notes
1991,Mazda,#55 Team Mazdaspeed 787B  ,R1,980,RWD,"9,4","9,9","9,8","8,6","9,9","9,5",Japan,2.200.000 CR,Mid,February ALMS Pack
2005,Mazda,Axela Sport 23S,E,240,FWD,"3,7","4,3","4,6","5,1","4,2","4,4",Japan,12.000 CR,Front,
2008,Mazda,Furai,R2,865,RWD,"6,4","9,2","9,3","8,4","9,1","8,5",Japan,1.000.000 CR,Mid,
2009,Mazda,Mazdaspeed 3,C,415,FWD,"5,2","4,8","6,4","6,3","4,7","5,5",Japan,17.000 CR,Front,
2010,Mazda,Mazdaspeed 3,C,417,FWD,"5,4","4,8","6,4","6,4","4,7","5,5",Japan,22.000 CR,Front,
2001,Mazda,Mazdaspeed Familia,D,283,FWD,"4,4","4,3","5,0","5,4","4,2","4,7",Japan,6.000 CR,Front,
2001,Mazda,Mazdaspeed Roadster,D,334,RWD,"3,9","5,3","5,5","5,9","5,2","5,2",Japan,13.000 CR,Front,
1994,Mazda,MX-5 Miata,E,226,RWD,"3,1","4,9","4,9","5,2","4,8","4,6",Japan,7.000 CR,Front,
2007,Mazda,MX-5 Roadster Coupe,D,309,RWD,"3,9","5,0","5,4","5,9","4,9","5,0",Japan,15.000 CR,Front,
2010,Mazda,MX-5 Superlight,D,323,RWD,"3,8","5,3","5,3","5,8","5,2","5,1",Japan,28.000 CR,Front,
1997,Mazda,RX-7,B,441,RWD,"7,1","4,9","6,7","7,1","4,7","6,1",Japan,18.000 CR,Front,
1985,Mazda,RX-7 GSL-SE,E,201,RWD,"3,7","4,3","5,0","5,6","4,2","4,6",Japan,6.000 CR,Front,April Alpinestars Pack
2002,Mazda,RX-7 Spirit R Type-A,B,388,RWD,"7,1","5,3","7,1","7,5","5,1","6,4",Japan,26.000 CR,Front,Unicorn
2004,Mazda,RX-8 Mazdaspeed,C,354,RWD,"5,5","5,2","5,9","6,4","5,1","5,6",Japan,20.000 CR,Front,
2011,Mazda,RX-8 R3,C,411,RWD,"5,5","5,2","6,2","6,9","5,1","5,7",Japan,27.000 CR,Front,December IGN Pack
1990,Mazda,Savanna RX-7,C,497,RWD,"5,7","4,8","5,8","6,5","4,6","5,5",Japan,7.000 CR,Front,
1998,McLaren,#18 Gulf Team Davidoff F1 GTR,R2,848,RWD,"7,1","8,5","9,5","8,6","8,6","8,5",United Kingdom,1.500.000 CR,Mid,
1997,McLaren,#43 Team BMW Motorsport F1 GTR,R2,848,RWD,"7,1","8,5","9,5","8,6","8,6","8,5",United Kingdom,1.500.000 CR,Mid,
2011,McLaren,59 GT MP4-12C GT3,R3,744,RWD,"6,9","7,6","8,8","8,2","7,6","7,8",United Kingdom,1.000.000 CR,Mid,July Car Pack
1993,McLaren,F1,S,663,RWD,"10,0","6,0","9,0","8,3","5,8","7,8",United Kingdom,3.000.000 CR,Mid,
1997,McLaren,F1 GT,R3,703,RWD,"10,0","6,5","9,2","8,5","6,3","8,1",United Kingdom,4.000.000 CR,Mid,
2011,McLaren,MP4-12C,S,664,RWD,"9,2","5,9","8,9","8,0","5,8","7,6",United Kingdom,220.000 CR,Mid,
2011,Mercedes-Benz,#35 Black Falcon SLS AMG GT3,R3,724,RWD,"6,4","7,5","8,7","7,7","7,4","7,5",Germany,1.000.000 CR,Front,April Alpinestars Pack
1989,Mercedes-Benz,#63 Team Sauber-Mercedes C 9,R1,986,RWD,"10,0","9,8","9,9","8,6","9,6","9,6",Germany,2.200.000 CR,Mid,August Playseat Car Pack
1990,Mercedes-Benz,190E 2.5-16 Evolution II,C,377,RWD,"5,0","5,3","5,9","6,4","5,3","5,6",Germany,26.000 CR,Front,
1972,Mercedes-Benz,300 SEL 6.3,D,285,RWD,"5,5","3,9","5,7","6,1","3,9","5,0",Germany,32.000 CR,Front,April Alpinestars Pack
1955,Mercedes-Benz,300 SLR,B,465,RWD,"7,3","4,5","7,8","7,0","4,3","6,2",Germany,"9,000,000 CR",Front,September Pennzoil Car Pack
1954,Mercedes-Benz,300SL Gullwing Coupe,E,259,RWD,"3,5","4,1","5,5","5,9","4,0","4,6",Germany,380.000 CR,Front,
2009,Mercedes-Benz,A200 Turbo Coupe,D,280,FWD,"4,2","3,7","5,7","5,9","3,6","4,6",Germany,25.000 CR,Front,
1998,Mercedes-Benz,AMG Mercedes CLK GTR,R3,726,RWD,"9,4","6,7","8,9","8,3","6,6","8,0",Germany,1.200.000 CR,Mid,
2004,Mercedes-Benz,C32 AMG,C,400,RWD,"7,2","4,5","6,5","6,7","4,4","5,9",Germany,16.000 CR,Front,
2010,Mercedes-Benz,C63 AMG,A,507,RWD,"8,2","4,8","7,7","7,0","4,8","6,5",Germany,60.000 CR,Front,
2012,Mercedes-Benz,C63 AMG Black Series,A,579,RWD,"8,1","5,7","8,1","7,3","5,7","7,0",Germany,195.000 CR,Front,Meguiar’s Car Pack
2010,Mercedes-Benz,CL 65 AMG,A,522,RWD,"9,8","4,6","7,7","6,9","4,7","6,7",Germany,200.000 CR,Front,
2003,Mercedes-Benz,CLK55 AMG Coupe,B,462,RWD,"7,9","4,7","7,0","7,1","4,6","6,3",Germany,20.000 CR,Front,
2010,Mercedes-Benz,E 63 AMG,A,517,RWD,"9,0","4,9","7,6","7,1","4,9","6,7",Germany,100.000 CR,Front,
2008,Mercedes-Benz,Mercedes-AMG C-Class Touring Car,R2,834,RWD,"6,9","8,7","9,1","7,9","8,8","8,3",Germany,1.200.000 CR,Front,
2009,Mercedes-Benz,ML 63 AMG,B,444,AWD,"6,6","3,6","7,0","7,8","3,8","5,8",Germany,80.000 CR,Front,
2009,Mercedes-Benz,SL 65 AMG Black Series,A,556,RWD,"8,6","5,4","8,0","7,3","5,2","6,9",Germany,280.000 CR,Front,
2010,Mercedes-Benz,SLK 55 AMG,A,507,RWD,"7,6","5,0","7,6","7,3","4,9","6,5",Germany,58.000 CR,Front,
2012,Mercedes-Benz,SLK55 AMG,A,508,RWD,"8,4","4,9","7,7","7,3","4,7","6,6",Germany,70.000 CR,Front,July Car Pack
2005,Mercedes-Benz,SLR,S,616,RWD,"9,5","5,7","8,5","7,5","5,7","7,4",Germany,300.000 CR,Front,
2009,Mercedes-Benz,SLR Stirling Moss,S,636,RWD,"9,6","5,8","8,5","7,5","5,7","7,4",Germany,1.000.000 CR,Front,
2011,Mercedes-Benz,SLS AMG,S,609,RWD,"9,1","5,6","8,6","7,9","5,6","7,4",Germany,250.000 CR,Front,
1970,Mercury,Cougar Eliminator,D,343,RWD,"3,0","3,9","6,9","5,7","3,8","4,7",United States,48.000 CR,Front,
1958,MG,MGA Twin-Cam,F,122,RWD,"3,0","3,8","4,0","4,5","3,8","3,8",United Kingdom,35.000 CR,Front,Meguiar’s Car Pack
1966,MG,MGB GT,F,123,RWD,"3,0","3,8","4,0","4,4","3,8","3,8",United Kingdom,"18,000 CR",Front,September Pennzoil Car Pack
2009,MINI,John Cooper Works,C,389,FWD,"4,7","4,2","6,4","6,4","4,2","5,2",Germany,27.000 CR,Front,
2003,MINI,Cooper S,D,381,FWD,"4,1","4,6","5,4","5,7","4,5","4,9",Germany,12.000 CR,Front,
2011,MINI,John Cooper Works Clubman ,C,315,FWD,"4,8","4,2","6,2","6,2","4,2","5,1",Germany,30.000 CR,Front,Pre-order Exclusive
2010,Mitsubishi,Colt Ralliart,D,307,FWD,"3,1","4,5","5,7","6,0","4,5","4,8",Japan,22.000 CR,Front,
1995,Mitsubishi,Eclipse GSX,C,358,AWD,"5,5","4,7","5,4","6,0","4,5","5,2",Japan,6.000 CR,Front,
2006,Mitsubishi,Eclipse GT,C,352,FWD,"5,0","4,7","5,9","6,0","4,5","5,2",Japan,11.000 CR,Front,
2003,Mitsubishi,Eclipse GTS,E,249,FWD,"4,3","4,4","4,9","5,1","4,3","4,6",Japan,7.000 CR,Front,
1998,Mitsubishi,FTO GP Version R,D,350,FWD,"4,9","4,7","5,6","6,1","4,5","5,2",Japan,6.000 CR,Front,
1992,Mitsubishi,Galant VR-4,C,383,AWD,"4,9","4,6","5,9","6,6","4,5","5,3",Japan,6.000 CR,Front,May TopGear Car Pack
1997,Mitsubishi,GTO,B,446,AWD,"6,2","4,9","6,1","7,0","4,7","5,8",Japan,8.000 CR,Front,
2006,Mitsubishi,HKS Time Attack Evolution CT230R ,R3,457,AWD,"6,2","6,4","9,5","10,0","6,4","7,7",Japan,350.000 CR,Front,Unicorn
2006,Mitsubishi,Lancer Evolution IX MR,B,711,AWD,"5,6","5,2","6,7","7,6","5,2","6,1",Japan,21.000 CR,Front,
1999,Mitsubishi,Lancer Evolution VI GSR,B,480,AWD,"5,1","5,1","6,6","7,5","5,0","5,9",Japan,12.000 CR,Front,
2004,Mitsubishi,Lancer Evolution VIII MR,B,488,AWD,"5,6","5,4","6,7","7,6","5,3","6,1",Japan,20.000 CR,Front,
2008,Mitsubishi,Lancer Evolution X GSR,B,476,AWD,"5,3","5,1","6,6","7,6","5,1","5,9",Japan,29.000 CR,Front,
1988,Mitsubishi,Starion ESI-R,D,277,RWD,"4,2","4,8","5,2","5,8","4,7","4,9",Japan,5.000 CR,Front,
2010,Morgan,Aero Supersports,A,520,RWD,"7,1","5,0","7,9","7,2","4,9","6,4",United Kingdom,160.000 CR,Front,
2010,Mosler,MT900S,R3,727,RWD,"8,5","7,2","9,0","8,6","7,1","8,1",United States,320.000 CR,Mid,
2010,Nissan,#12 Calsonic Impul GT-R,R2,859,RWD,"7,4","9,1","9,1","8,0","9,1","8,5",Japan,1.500.000 CR,Front,
2003,Nissan,#12 Calsonic Skyline,R2,858,RWD,"7,2","9,0","9,1","7,8","9,0","8,4",Japan,1.500.000 CR,Front,
2008,Nissan,#23 Xanavi Nismo GT-R,R2,859,RWD,"7,4","9,1","9,1","8,0","9,1","8,5",Japan,1.500.000 CR,Front,
2008,Nissan,#24 Woodone Advan Clarion GT-R,R2,859,RWD,"7,4","9,1","9,1","8,0","9,1","8,5",Japan,1.500.000 CR,Front,
2003,Nissan,#3 Hasemisport Endless Z,R3,736,RWD,"6,3","8,3","8,4","7,8","8,3","7,8",Japan,900.000 CR,Front,
2008,Nissan,#3 YellowHat YMS Tomica GT-R,R2,859,RWD,"7,4","9,1","9,1","8,0","9,1","8,5",Japan,1.500.000 CR,Front,
1998,Nissan,#32 Nissan R390 GT1,R2,859,RWD,"7,7","8,5","9,3","8,3","8,5","8,5",Japan,1.500.000 CR,Mid,
2005,Nissan,#46 Dream Cube's ADVAN Z,R3,736,RWD,"6,3","8,3","8,4","7,8","8,3","7,8",Japan,900.000 CR,Front,
1994,Nissan,240SX SE,E,235,RWD,"4,1","4,7","4,8","5,2","4,5","4,7",Japan,7.000 CR,Front,
2010,Nissan,370Z,A,501,RWD,"7,1","5,4","7,1","7,4","5,3","6,5",Japan,34.000 CR,Front,
1970,Nissan,Datsun 510,F,108,RWD,"3,0","4,1","3,9","4,4","4,2","3,9",Japan,8.000 CR,Front,
2003,Nissan,Fairlady Z,B,434,RWD,"6,8","4,9","6,6","6,9","4,8","6,0",Japan,14.000 CR,Front,
1969,Nissan,Fairlady Z 432,E,205,RWD,"3,0","4,4","5,3","5,7","4,4","4,6",Japan,12.000 CR,Front,
1994,Nissan,Fairlady Z Version S Twin Turbo,C,479,RWD,"5,8","4,9","6,1","6,5","4,7","5,6",Japan,7.000 CR,Front,
2010,Nissan,GT-R SpecV,S,663,AWD,"9,1","5,6","8,3","9,7","5,5","7,6",Japan,150.000 CR,Front,
2011,Nissan,Leaf,F,125,FWD,"3,0","4,3","3,3","3,5","4,2","3,7",Japan,30.000 CR,Front,
2011,Nissan,Micra,F,121,FWD,"3,0","4,5","3,2","3,4","4,4","3,7",Japan,10.000 CR,Front,
1993,Nissan,MINE'S R32 Skyline GT-R,S,674,AWD,"8,9","5,7","9,0","9,8","5,6","7,8",Japan,240.000 CR,Front,Unicorn
2002,Nissan,MINE'S R34 Skyline GT-R,S,691,AWD,"9,0","6,0","9,0","9,2","5,9","7,8",Japan,280.000 CR,Front,Unicorn
1998,Nissan,R390,R3,706,RWD,"8,1","6,1","8,6","7,6","5,9","7,3",Japan,1.200.000 CR,Mid,
2007,Nissan,Sentra SE-R Spec V,D,336,FWD,"4,6","4,3","5,9","6,2","4,2","5,0",Japan,11.000 CR,Front,
1992,Nissan,Silvia CLUB K's,D,319,RWD,"4,9","4,6","5,8","6,3","4,4","5,2",Japan,6.000 CR,Front,
1994,Nissan,Silvia K's,D,326,RWD,"4,5","4,7","5,8","6,3","4,5","5,2",Japan,6.000 CR,Front,
2000,Nissan,Silvia Spec-R,C,404,RWD,"5,7","4,9","6,4","7,1","4,7","5,7",Japan,16.000 CR,Front,
1971,Nissan,Skyline 2000GT-R,E,213,RWD,"3,5","4,0","5,5","5,8","4,0","4,5",Japan,28.000 CR,Front,
2003,Nissan,Skyline Coupe 350GT,C,418,RWD,"6,6","4,9","6,4","6,8","4,8","5,9",Japan,12.000 CR,Front,
1993,Nissan,Skyline GT-R V-Spec,B,477,AWD,"5,5","5,0","6,6","7,0","5,0","5,8",Japan,13.000 CR,Front,
1997,Nissan,Skyline GT-R V-Spec,B,484,AWD,"5,8","5,3","6,5","6,9","5,3","5,9",Japan,18.000 CR,Front,
2002,Nissan,Skyline GT-R V-Spec II,A,503,AWD,"6,1","5,3","6,8","7,4","5,2","6,2",Japan,52.000 CR,Front,
2000,Nissan,Top Secret Silvia D1-Spec S15 ,S,642,RWD,"4,9","5,8","8,6","7,6","5,8","6,5",Japan,240.000 CR,Front,Unicorn
2009,Nissan,Versa SL,E,209,FWD,"3,2","4,3","4,8","4,9","4,2","4,3",Japan,11.000 CR,Front,
2010,Noble,M600,R3,722,RWD,"10,0","6,6","9,3","8,6","6,5","8,2",United Kingdom,320.000 CR,Mid,Limited Collectors Edition Exclusive
1969,Oldsmobile,Hurst/Olds 442,D,314,RWD,"3,9","3,5","6,6","5,9","3,5","4,7",United States,40.000 CR,Front,
2003,Opel,#5 OPC Team Phoenix Astra V8 Coupe,R2,829,RWD,"6,9","8,7","9,2","8,0","8,8","8,3",Germany,1.200.000 CR,Front,
2004,Opel,Speedster Turbo,B,443,RWD,"4,8","5,2","6,9","7,9","5,2","6,0",Germany,35.000 CR,Mid,
2003,Pagani,#17 Carsport America Zonda GR,R2,825,RWD,"7,2","8,3","9,2","8,3","8,3","8,3",Italy,1.100.000 CR,Mid,
2012,Pagani,Huayra,R3,713,RWD,"10,0","6,2","9,0","8,1","6,1","7,9",Italy,1.800.000 CR,Mid,January Jalopnik Pack
1999,Pagani,Zonda C12,S,626,RWD,"7,3","6,4","8,4","8,1","6,3","7,3",Italy,500.000 CR,Mid,
2009,Pagani,Zonda Cinque Roadster,R3,725,RWD,"8,6","7,0","8,9","8,0","6,9","7,9",Italy,1.500.000 CR,Mid,
2010,Pagani,Zonda R,R2,872,RWD,"10,0","8,3","9,4","8,4","8,2","8,9",Italy,1.700.000 CR,Mid,
2011,Panoz,#050 Panoz Racing Abruzzi ,R3,759,RWD,"6,6","7,7","9,0","8,2","7,8","7,9",United States,1.000.000 CR,Front,February ALMS Pack
2003,Panoz,#11 JML Team Panoz LMP-01,R1,967,RWD,"8,8","9,8","9,7","8,5","9,8","9,3",United States,2.200.000 CR,Front,
2005,Panoz,#51 Esperante GTLM,R3,752,RWD,"7,3","7,9","8,7","8,0","7,8","7,9",United States,1.000.000 CR,Front,
2005,Panoz,Esperante GTLM,A,527,RWD,"8,9","5,1","7,8","7,0","4,9","6,7",United States,80.000 CR,Front,
2011,Peugeot,107,F,102,FWD,"3,0","4,3","3,3","3,7","4,3","3,7",France,10.000 CR,Front,
2011,Peugeot,#10 Matmut-Oreca 908 HDi FAP,R1,998,RWD,"9,3","9,8","10,0","8,9","9,8","9,6",France,2.500.000 CR,Mid,
1993,Peugeot,#3 Peugeot Talbot Sport 905 EVO 1C,R1,973,RWD,"8,7","9,9","9,7","8,5","9,9","9,3",France,2.200.000 CR,Mid,
2009,Peugeot,#9 Peugeot Sport Total 908 HDi FAP,R1,998,RWD,"9,3","9,8","10,0","8,9","9,8","9,6",France,2.500.000 CR,Mid,
1984,Peugeot,205 T16,C,361,AWD,"3,9","4,8","5,7","5,6","4,8","5,0",France,120.000 CR,Mid,August Playseat Car Pack
2004,Peugeot,206 RC,C,353,FWD,"4,1","4,1","6,3","6,5","4,0","5,0",France,14.000 CR,Front,
2007,Peugeot,207 RC,D,332,FWD,"4,2","4,8","5,4","6,0","4,7","5,0",France,16.000 CR,Front,
2007,Peugeot,207 Super 2000,A,569,AWD,"4,7","6,1","7,4","6,7","6,1","6,2",France,150.000 CR,Front,
2011,Peugeot,308 GTi,D,300,FWD,"4,5","4,3","5,3","5,8","4,1","4,8",France,32.000 CR,Front,
2010,Peugeot,RCZ,C,370,FWD,"4,8","5,0","5,7","5,9","4,8","5,2",France,34.000 CR,Front,
1968,Plymouth,Barracuda Formula-S,D,283,RWD,"4,7","3,5","6,7","6,0","3,5","4,9",United States,35.000 CR,Front,
1971,Plymouth,Cuda 426 Hemi,C,371,RWD,"5,3","3,9","7,0","6,1","3,8","5,2",United States,120.000 CR,Front,
1971,Plymouth,GTX 426 Hemi,D,338,RWD,"5,2","3,5","7,1","6,2","3,5","5,1",United States,125.000 CR,Front,Muscle Car Pack
1988,Pontiac,Fiero GT,E,233,RWD,"3,4","4,8","4,9","5,5","4,7","4,6",United States,5.000 CR,Mid,December IGN Pack
1968,Pontiac,Firebird,D,312,RWD,"3,8","3,6","6,8","6,0","3,6","4,8",United States,36.000 CR,Front,Muscle Car Pack
1969,Pontiac,Firebird Trans Am,D,317,RWD,"4,2","3,7","6,8","6,0","3,6","4,8",United States,45.000 CR,Front,
1977,Pontiac,Firebird Trans Am,E,222,RWD,"4,2","4,0","5,2","5,1","3,9","4,5",United States,22.000 CR,Front,
1987,Pontiac,Firebird Trans Am GTA,D,288,RWD,"5,0","4,5","5,3","5,8","4,3","5,0",United States,7.000 CR,Front,
2002,Pontiac,Firebird Trans Am Ram Air,C,399,RWD,"6,1","4,6","6,8","6,3","4,5","5,7",United States,16.000 CR,Front,
1973,Pontiac,Firebird Trans Am SD-455,D,305,RWD,"5,1","3,7","6,6","5,8","3,6","5,0",United States,24.000 CR,Front,
2009,Pontiac,G8 GXP,B,464,RWD,"6,6","4,8","7,4","7,0","4,9","6,1",United States,38.000 CR,Front,
1965,Pontiac,GTO,D,297,RWD,"4,8","3,6","6,7","5,8","3,6","4,9",United States,44.000 CR,Front,Muscle Car Pack
2006,Pontiac,GTO,B,440,RWD,"7,6","4,7","7,1","6,8","4,5","6,2",United States,17.000 CR,Front,
1969,Pontiac,GTO Judge,D,311,RWD,"3,8","3,7","6,8","6,0","3,6","4,8",United States,44.000 CR,Front,
2009,Pontiac,Solstice GXP,B,431,RWD,"4,7","4,9","6,8","7,1","4,9","5,7",United States,18.000 CR,Front,
1987,Porsche,959,S,620,AWD,"8,3","5,2","8,3","9,5","5,2","7,3",Germany,400.000 CR,Rear,Porsche Expansion Pack
2011,Porsche,#045 Flying Lizard 911 GT3-RSR,R3,760,RWD,"6,6","7,7","9,2","8,9","7,7","8,0",Germany,1.100.000 CR,Rear,Porsche Expansion Pack
2008,Porsche,#16 Dyson Racing RS Spyder Evo,R1,953,RWD,"7,7","9,9","9,6","8,5","9,9","9,1",Germany,2.000.000 CR,Mid,Porsche Expansion Pack
1987,Porsche,#17 Racing Porsche AG 962c,R1,902,RWD,"10,0","8,3","9,7","8,9","8,1","9,0",Germany,2.000.000 CR,Mid,Porsche Expansion Pack
2011,Porsche,#17 Team Falken 911 GT3-RSR,R3,760,RWD,"6,6","7,7","9,2","8,9","7,7","8,0",Germany,1.100.000 CR,Rear,Porsche Expansion Pack
2008,Porsche,#2 Gruppe Orange Racing 911 GT3 Cup,R3,725,RWD,"7,1","7,4","8,8","8,6","7,3","7,8",Germany,900.000 CR,Rear,Porsche Expansion Pack
2011,Porsche,#23 Alex Job Racing 911 GT3 Cup,R3,733,RWD,"6,9","7,3","8,9","8,7","7,2","7,8",Germany,900.000 CR,Rear,Porsche Expansion Pack
1998,Porsche,#26 Porsche AG 911 GT1-98,R2,857,RWD,"7,9","8,4","9,2","8,1","8,4","8,4",Germany,1.500.000 CR,Mid,Porsche Expansion Pack
2005,Porsche,#31 Petersen-White Lightning 911 GT3-RSR,R3,744,RWD,"6,4","7,6","9,0","8,7","7,7","7,9",Germany,1.100.000 CR,Rear,Porsche Expansion Pack
2011,Porsche,#54 Black Swan Racing 911 GT3 Cup,R3,733,RWD,"6,9","7,3","8,9","8,7","7,2","7,8",Germany,900.000 CR,Rear,Porsche Expansion Pack
2005,Porsche,#66 AXA Racing 911 GT3 Cup,R3,702,RWD,"7,3","7,3","8,6","8,6","7,3","7,8",Germany,900.000 CR,Rear,Porsche Expansion Pack
2008,Porsche,#7 Penske Racing RS Spyder Evo,R1,953,RWD,"7,7","9,9","9,6","8,5","9,9","9,1",Germany,2.000.000 CR,Mid,Porsche Expansion Pack
2007,Porsche,#80 Flying Lizard 911 GT3-RSR,R3,756,RWD,"6,9","7,6","9,1","8,6","7,6","8,0",Germany,1.100.000 CR,Rear,Porsche Expansion Pack
1955,Porsche,550 Spyder,F,198,RWD,"3,9","4,1","4,9","5,4","3,9","4,5",Germany,600.000 CR,Mid,Porsche Expansion Pack
1973,Porsche,911 Carrera RS,C,403,RWD,"5,0","4,4","7,0","7,7","4,4","5,7",Germany,200.000 CR,Rear,Porsche Expansion Pack
1995,Porsche,911 GT2,A,583,RWD,"7,3","5,7","8,0","8,6","5,7","7,0",Germany,340.000 CR,Rear,Porsche Expansion Pack
2012,Porsche,911 GT2 RS,S,667,RWD,"9,5","6,1","8,9","8,9","6,0","7,9",Germany,240.000 CR,Rear,Porsche Expansion Pack
2004,Porsche,911 GT3,A,565,RWD,"7,9","5,6","7,8","8,6","5,6","7,1",Germany,65.000 CR,Rear,Porsche Expansion Pack
2007,Porsche,911 GT3,A,589,RWD,"8,3","5,8","8,0","8,4","5,8","7,3",Germany,80.000 CR,Rear,Porsche Expansion Pack
2007,Porsche,911 GT3 RS,A,592,RWD,"7,3","6,0","8,0","8,4","6,1","7,2",Germany,130.000 CR,Rear,Porsche Expansion Pack
2010,Porsche,911 Sport Classic,A,560,RWD,"8,1","5,5","7,9","8,6","5,5","7,1",Germany,240.000 CR,Rear,Porsche Expansion Pack
2007,Porsche,911 Turbo,S,639,AWD,"8,7","5,6","8,1","9,6","5,6","7,5",Germany,100.000 CR,Rear,Porsche Expansion Pack
1982,Porsche,911 Turbo 3.3,B,449,RWD,"5,8","4,7","7,1","7,2","4,7","5,9",Germany,38.000 CR,Rear,Porsche Expansion Pack
1970,Porsche,914/6,F,186,RWD,"3,0","4,3","4,9","5,4","4,2","4,4",Germany,24.000 CR,Mid,Porsche Expansion Pack
1989,Porsche,944 Turbo,C,405,RWD,"5,7","4,8","6,4","7,0","4,7","5,7",Germany,12.000 CR,Front,Porsche Expansion Pack
2010,Porsche,Boxster S,A,506,RWD,"7,0","5,2","7,4","7,8","5,1","6,5",Germany,46.000 CR,Mid,Porsche Expansion Pack
2003,Porsche,Carrera GT,S,672,RWD,"8,7","6,2","8,9","8,3","6,2","7,7",Germany,400.000 CR,Mid,Porsche Expansion Pack
2012,Porsche,Cayenne Turbo,A,534,AWD,"6,7","4,4","7,3","8,7","4,7","6,4",Germany,110.000 CR,Front,Porsche Expansion Pack
2012,Porsche,Cayman R,A,520,RWD,"7,1","5,3","7,5","7,9","5,2","6,6",Germany,66.000 CR,Mid,Porsche Expansion Pack
2010,Porsche,Panamera Turbo,A,560,AWD,"8,4","4,9","7,6","8,8","4,8","6,9",Germany,130.000 CR,Front,Porsche Expansion Pack
2011,Radical,SR8 RX,R2,869,RWD,"6,7","8,7","9,8","8,8","8,7","8,5",United Kingdom,300.000 CR,Mid,
1980,Renault,5 Turbo,D,284,RWD,"3,3","4,2","6,0","6,9","4,2","4,9",France,38.000 CR,Mid,
2010,Renault,Clio RS,C,394,FWD,"4,4","4,9","6,3","6,3","4,9","5,4",France,26.000 CR,Front,March Pirelli Car Pack
2007,Renault,Clio RS 197,C,393,FWD,"4,4","5,0","6,2","6,6","5,0","5,4",France,20.000 CR,Front,
2003,Renault,Clio V6,C,427,RWD,"5,0","4,9","6,2","6,7","4,9","5,5",France,17.000 CR,Mid,
2010,Renault,Megane RS 250,B,394,FWD,"5,1","4,9","6,4","6,6","4,8","5,6",France,29.000 CR,Front,
2009,Renault,Twingo Sport Cup,D,284,FWD,"3,4","4,7","5,3","5,8","4,6","4,8",France,16.000 CR,Front,
2010,Rossion,Q1,S,621,RWD,"8,6","6,3","8,4","8,2","6,2","7,5",United States,120.000 CR,Mid,
1987,RUF,CTR Yellowbird,S,643,RWD,"9,3","5,3","9,3","8,7","5,4","7,6",Germany,280.000 CR,Rear,Meguiar’s Car Pack
1995,RUF,CTR2,S,614,RWD,"9,9","5,5","8,6","8,8","5,5","7,6",Germany,260.000 CR,Rear,July Car Pack
2011,RUF,RGT-8,S,636,RWD,"9,1","6,0","8,7","8,4","5,9","7,6",Germany,320.000 CR,Rear,Launch Bonus Car Pack
2011,RUF,Rt 12 R,R3,757,AWD,"10,0","6,3","9,6","10,0","6,3","8,4",Germany,440.000 CR,Rear,Limited Collectors Edition Exclusive
2011,RUF,Rt 12 S,S,666,RWD,"9,9","5,8","9,2","8,7","5,8","7,9",Germany,270.000 CR,Rear,
2002,Saab,9-3 Aero,D,321,FWD,"4,9","4,5","5,5","5,6","4,4","5,0",Sweden,10.000 CR,Front,
2008,Saab,9-3 Turbo X,C,366,AWD,"5,4","4,6","5,4","6,1","4,5","5,2",Sweden,28.000 CR,Front,
1978,Saab,99 Turbo,F,192,FWD,"3,1","4,1","4,7","5,1","4,0","4,2",Sweden,5.000 CR,Front,
2003,Saleen,#2 Konrad Motorsport S7R,R2,836,RWD,"7,2","8,3","9,5","8,7","8,4","8,4",United States,1.500.000 CR,Mid,
2000,Saleen,S281,B,447,RWD,"6,2","4,9","6,9","6,7","4,7","5,9",United States,20.000 CR,Front,
2006,Saleen,S281 E,A,513,RWD,"7,3","4,9","7,7","7,0","4,9","6,4",United States,38.000 CR,Front,
2008,Saleen,S331 Supercab,D,304,RWD,"5,1","3,8","5,8","5,4","4,0","4,8",United States,40.000 CR,Front,
2010,Saleen,S5S Raptor,S,623,RWD,"7,5","5,8","8,7","7,9","5,8","7,2",United States,180.000 CR,Mid,
2004,Saleen,S7,R3,715,RWD,"10,0","6,5","9,1","8,6","6,3","8,1",United States,320.000 CR,Mid,
2006,Saturn,ION Red Line,C,392,FWD,"5,2","4,7","6,0","5,9","4,5","5,3",United States,9.000 CR,Front,
2007,Saturn,Sky Red Line,C,409,RWD,"4,8","4,9","6,5","6,8","4,9","5,6",United States,17.000 CR,Front,
2013,Scion,FR-S,C,394,RWD,"5,6","5,1","6,1","6,6","4,9","5,7",United States,24.000 CR,Front,August Playseat Car Pack
2005,Scion,tC,E,271,FWD,"3,8","4,1","5,3","5,6","4,0","4,6",United States,10.000 CR,Front,
2012,Scion,tC,D,302,FWD,"4,2","4,2","5,6","5,9","4,1","4,8",United States,16.000 CR,Front,April Alpinestars Pack
2009,Scion,xD,E,223,FWD,"3,2","4,6","4,4","4,7","4,5","4,3",United States,11.000 CR,Front,
2009,SEAT,Ibiza Cupra,D,342,FWD,"4,0","4,8","5,6","6,1","4,7","5,0",Spain,17.000 CR,Front,
2007,SEAT,Leon Cupra,C,421,FWD,"5,1","4,8","6,4","6,4","4,7","5,5",Spain,19.000 CR,Front,
2003,SEAT,Leon Cupra R,C,401,FWD,"4,9","5,0","6,0","6,2","4,9","5,4",Spain,10.000 CR,Front,
